"Time (CET)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"28.07.2015 03:00 - 28.07.2015 03:15","7398","7201"
"28.07.2015 03:15 - 28.07.2015 03:30","7400","7179"
"28.07.2015 03:30 - 28.07.2015 03:45","7344","7146"
"28.07.2015 03:45 - 28.07.2015 04:00","7336","7119"
"28.07.2015 04:00 - 28.07.2015 04:15","7331","7112"
"28.07.2015 04:15 - 28.07.2015 04:30","7372","7187"
"28.07.2015 04:30 - 28.07.2015 04:45","7393","7151"
"28.07.2015 04:45 - 28.07.2015 05:00","7442","7241"
"28.07.2015 05:00 - 28.07.2015 05:15","7437","7346"
"28.07.2015 05:15 - 28.07.2015 05:30","7471","7440"
"28.07.2015 05:30 - 28.07.2015 05:45","7494","7440"
"28.07.2015 05:45 - 28.07.2015 06:00","7506","7524"
"28.07.2015 06:00 - 28.07.2015 06:15","7880","7605"
"28.07.2015 06:15 - 28.07.2015 06:30","8036","7693"
"28.07.2015 06:30 - 28.07.2015 06:45","8198","7899"
"28.07.2015 06:45 - 28.07.2015 07:00","8325","8008"
"28.07.2015 07:00 - 28.07.2015 07:15","8596","8141"
"28.07.2015 07:15 - 28.07.2015 07:30","8804","8313"
"28.07.2015 07:30 - 28.07.2015 07:45","8982","8493"
"28.07.2015 07:45 - 28.07.2015 08:00","9127","8662"
"28.07.2015 08:00 - 28.07.2015 08:15","9277","8801"
"28.07.2015 08:15 - 28.07.2015 08:30","9422","8933"
"28.07.2015 08:30 - 28.07.2015 08:45","9582","9026"
"28.07.2015 08:45 - 28.07.2015 09:00","9684","9047"
"28.07.2015 09:00 - 28.07.2015 09:15","9705","9154"
"28.07.2015 09:15 - 28.07.2015 09:30","9807","9225"
"28.07.2015 09:30 - 28.07.2015 09:45","9883","9336"
"28.07.2015 09:45 - 28.07.2015 10:00","9932","9392"
"28.07.2015 10:00 - 28.07.2015 10:15","10027","9444"
"28.07.2015 10:15 - 28.07.2015 10:30","10051","9514"
"28.07.2015 10:30 - 28.07.2015 10:45","10074","9552"
"28.07.2015 10:45 - 28.07.2015 11:00","10131","9552"
"28.07.2015 11:00 - 28.07.2015 11:15","10137","9636"
"28.07.2015 11:15 - 28.07.2015 11:30","10213","9666"
"28.07.2015 11:30 - 28.07.2015 11:45","10280","9741"
"28.07.2015 11:45 - 28.07.2015 12:00","10286","9758"
"28.07.2015 12:00 - 28.07.2015 12:15","10173","9662"
"28.07.2015 12:15 - 28.07.2015 12:30","10096","9664"
"28.07.2015 12:30 - 28.07.2015 12:45","10034","9510"
"28.07.2015 12:45 - 28.07.2015 13:00","10019","9485"
"28.07.2015 13:00 - 28.07.2015 13:15","10059","9565"
"28.07.2015 13:15 - 28.07.2015 13:30","10017","9539"
"28.07.2015 13:30 - 28.07.2015 13:45","10016","9484"
"28.07.2015 13:45 - 28.07.2015 14:00","9948","9387"
"28.07.2015 14:00 - 28.07.2015 14:15","9956","9385"
"28.07.2015 14:15 - 28.07.2015 14:30","9930","9368"
"28.07.2015 14:30 - 28.07.2015 14:45","9924","9306"
"28.07.2015 14:45 - 28.07.2015 15:00","9919","9348"
"28.07.2015 15:00 - 28.07.2015 15:15","9872","9306"
"28.07.2015 15:15 - 28.07.2015 15:30","9833","9315"
"28.07.2015 15:30 - 28.07.2015 15:45","9807","9305"
"28.07.2015 15:45 - 28.07.2015 16:00","9789","9206"
"28.07.2015 16:00 - 28.07.2015 16:15","9752","9215"
"28.07.2015 16:15 - 28.07.2015 16:30","9717","9206"
"28.07.2015 16:30 - 28.07.2015 16:45","9717","9249"
"28.07.2015 16:45 - 28.07.2015 17:00","9714","9232"
"28.07.2015 17:00 - 28.07.2015 17:15","9656","9195"
"28.07.2015 17:15 - 28.07.2015 17:30","9665","9230"
"28.07.2015 17:30 - 28.07.2015 17:45","9687","9254"
"28.07.2015 17:45 - 28.07.2015 18:00","9684","9307"
"28.07.2015 18:00 - 28.07.2015 18:15","9645","9218"
"28.07.2015 18:15 - 28.07.2015 18:30","9589","9189"
"28.07.2015 18:30 - 28.07.2015 18:45","9502","9116"
"28.07.2015 18:45 - 28.07.2015 19:00","9436","9080"
"28.07.2015 19:00 - 28.07.2015 19:15","9403","8972"
"28.07.2015 19:15 - 28.07.2015 19:30","9291","8840"
"28.07.2015 19:30 - 28.07.2015 19:45","9254","8831"
"28.07.2015 19:45 - 28.07.2015 20:00","9196","8703"
"28.07.2015 20:00 - 28.07.2015 20:15","9129","8703"
"28.07.2015 20:15 - 28.07.2015 20:30","9031","8567"
"28.07.2015 20:30 - 28.07.2015 20:45","8942","8495"
"28.07.2015 20:45 - 28.07.2015 21:00","8866","8437"
"28.07.2015 21:00 - 28.07.2015 21:15","8855","8430"
"28.07.2015 21:15 - 28.07.2015 21:30","8850","8395"
"28.07.2015 21:30 - 28.07.2015 21:45","8846","8420"
"28.07.2015 21:45 - 28.07.2015 22:00","8861","8530"
"28.07.2015 22:00 - 28.07.2015 22:15","8946","8763"
"28.07.2015 22:15 - 28.07.2015 22:30","9110","8888"
"28.07.2015 22:30 - 28.07.2015 22:45","9104","8922"
"28.07.2015 22:45 - 28.07.2015 23:00","9030","8838"
"28.07.2015 23:00 - 28.07.2015 23:15","9056","8750"
"28.07.2015 23:15 - 28.07.2015 23:30","8884","8593"
"28.07.2015 23:30 - 28.07.2015 23:45","8684","8380"
"28.07.2015 23:45 - 29.07.2015 00:00","8577","8259"
"29.07.2015 00:00 - 29.07.2015 00:15","8392","8141"
"29.07.2015 00:15 - 29.07.2015 00:30","8247","7945"
"29.07.2015 00:30 - 29.07.2015 00:45","8091","7905"
"29.07.2015 00:45 - 29.07.2015 01:00","8021","7763"
"29.07.2015 01:00 - 29.07.2015 01:15","7925","7686"
"29.07.2015 01:15 - 29.07.2015 01:30","7849","7602"
"29.07.2015 01:30 - 29.07.2015 01:45","7757","7481"
"29.07.2015 01:45 - 29.07.2015 02:00","7653","7395"
"29.07.2015 02:00 - 29.07.2015 02:15","7588","7326"
"29.07.2015 02:15 - 29.07.2015 02:30","7548","7295"
"29.07.2015 02:30 - 29.07.2015 02:45","7514","7322"
"29.07.2015 02:45 - 29.07.2015 03:00","7488","7282"
"29.07.2015 03:00 - 29.07.2015 03:15","7469","7225"
"29.07.2015 03:15 - 29.07.2015 03:30","7471","7237"
"29.07.2015 03:30 - 29.07.2015 03:45","7418","7271"
"29.07.2015 03:45 - 29.07.2015 04:00","7410","7213"
"29.07.2015 04:00 - 29.07.2015 04:15","7409","7236"
"29.07.2015 04:15 - 29.07.2015 04:30","7450","7299"
"29.07.2015 04:30 - 29.07.2015 04:45","7471","7251"
"29.07.2015 04:45 - 29.07.2015 05:00","7520","7314"
"29.07.2015 05:00 - 29.07.2015 05:15","7482","7417"
"29.07.2015 05:15 - 29.07.2015 05:30","7519","7440"
"29.07.2015 05:30 - 29.07.2015 05:45","7539","7512"
"29.07.2015 05:45 - 29.07.2015 06:00","7550","7520"
"29.07.2015 06:00 - 29.07.2015 06:15","7875","7649"
"29.07.2015 06:15 - 29.07.2015 06:30","8031","7824"
"29.07.2015 06:30 - 29.07.2015 06:45","8192","7984"
"29.07.2015 06:45 - 29.07.2015 07:00","8318","8092"
"29.07.2015 07:00 - 29.07.2015 07:15","8543","8249"
"29.07.2015 07:15 - 29.07.2015 07:30","8756","8410"
"29.07.2015 07:30 - 29.07.2015 07:45","8934","8631"
"29.07.2015 07:45 - 29.07.2015 08:00","9075","8745"
"29.07.2015 08:00 - 29.07.2015 08:15","9163","8963"
"29.07.2015 08:15 - 29.07.2015 08:30","9304","9087"
"29.07.2015 08:30 - 29.07.2015 08:45","9455","9247"
"29.07.2015 08:45 - 29.07.2015 09:00","9555","9285"
"29.07.2015 09:00 - 29.07.2015 09:15","9617","9404"
"29.07.2015 09:15 - 29.07.2015 09:30","9718","9405"
"29.07.2015 09:30 - 29.07.2015 09:45","9794","9473"
"29.07.2015 09:45 - 29.07.2015 10:00","9849","9505"
"29.07.2015 10:00 - 29.07.2015 10:15","9907","9524"
"29.07.2015 10:15 - 29.07.2015 10:30","9928","9553"
"29.07.2015 10:30 - 29.07.2015 10:45","9949","9613"
"29.07.2015 10:45 - 29.07.2015 11:00","9998","9669"
"29.07.2015 11:00 - 29.07.2015 11:15","10079","9674"
"29.07.2015 11:15 - 29.07.2015 11:30","10152","9722"
"29.07.2015 11:30 - 29.07.2015 11:45","10219","9802"
"29.07.2015 11:45 - 29.07.2015 12:00","10224","9835"
"29.07.2015 12:00 - 29.07.2015 12:15","10132","9754"
"29.07.2015 12:15 - 29.07.2015 12:30","10053","9712"
"29.07.2015 12:30 - 29.07.2015 12:45","9988","9720"
"29.07.2015 12:45 - 29.07.2015 13:00","9972","9658"
"29.07.2015 13:00 - 29.07.2015 13:15","10025","9591"
"29.07.2015 13:15 - 29.07.2015 13:30","9985","9478"
"29.07.2015 13:30 - 29.07.2015 13:45","9984","9529"
"29.07.2015 13:45 - 29.07.2015 14:00","9916","9471"
"29.07.2015 14:00 - 29.07.2015 14:15","9839","9462"
"29.07.2015 14:15 - 29.07.2015 14:30","9813","9442"
"29.07.2015 14:30 - 29.07.2015 14:45","9812","9371"
"29.07.2015 14:45 - 29.07.2015 15:00","9804","9317"
"29.07.2015 15:00 - 29.07.2015 15:15","9787","9325"
"29.07.2015 15:15 - 29.07.2015 15:30","9749","9218"
"29.07.2015 15:30 - 29.07.2015 15:45","9725","9156"
"29.07.2015 15:45 - 29.07.2015 16:00","9711","9229"
"29.07.2015 16:00 - 29.07.2015 16:15","9675","9293"
"29.07.2015 16:15 - 29.07.2015 16:30","9643","9285"
"29.07.2015 16:30 - 29.07.2015 16:45","9640","9273"
"29.07.2015 16:45 - 29.07.2015 17:00","9631","9260"
"29.07.2015 17:00 - 29.07.2015 17:15","9610","9277"
"29.07.2015 17:15 - 29.07.2015 17:30","9621","9352"
"29.07.2015 17:30 - 29.07.2015 17:45","9643","9385"
"29.07.2015 17:45 - 29.07.2015 18:00","9640","9370"
"29.07.2015 18:00 - 29.07.2015 18:15","9503","9309"
"29.07.2015 18:15 - 29.07.2015 18:30","9453","9261"
"29.07.2015 18:30 - 29.07.2015 18:45","9369","9222"
"29.07.2015 18:45 - 29.07.2015 19:00","9306","9158"
"29.07.2015 19:00 - 29.07.2015 19:15","9143","9096"
"29.07.2015 19:15 - 29.07.2015 19:30","9027","8982"
"29.07.2015 19:30 - 29.07.2015 19:45","8981","8904"
"29.07.2015 19:45 - 29.07.2015 20:00","8925","8862"
"29.07.2015 20:00 - 29.07.2015 20:15","8904","8809"
"29.07.2015 20:15 - 29.07.2015 20:30","8810","8683"
"29.07.2015 20:30 - 29.07.2015 20:45","8725","8650"
"29.07.2015 20:45 - 29.07.2015 21:00","8655","8507"
"29.07.2015 21:00 - 29.07.2015 21:15","8676","8554"
"29.07.2015 21:15 - 29.07.2015 21:30","8668","8575"
"29.07.2015 21:30 - 29.07.2015 21:45","8664","8590"
"29.07.2015 21:45 - 29.07.2015 22:00","8684","8760"
"29.07.2015 22:00 - 29.07.2015 22:15","8841","8939"
"29.07.2015 22:15 - 29.07.2015 22:30","9004","9047"
"29.07.2015 22:30 - 29.07.2015 22:45","8997","8980"
"29.07.2015 22:45 - 29.07.2015 23:00","8924","8931"
"29.07.2015 23:00 - 29.07.2015 23:15","8920","8840"
"29.07.2015 23:15 - 29.07.2015 23:30","8750","8663"
"29.07.2015 23:30 - 29.07.2015 23:45","8556","8458"
"29.07.2015 23:45 - 30.07.2015 00:00","8451","8379"
"30.07.2015 00:00 - 30.07.2015 00:15","8254","8216"
"30.07.2015 00:15 - 30.07.2015 00:30","8112","8038"
"30.07.2015 00:30 - 30.07.2015 00:45","7981","7938"
"30.07.2015 00:45 - 30.07.2015 01:00","7903","7827"
"30.07.2015 01:00 - 30.07.2015 01:15","7872","7777"
"30.07.2015 01:15 - 30.07.2015 01:30","7791","7683"
"30.07.2015 01:30 - 30.07.2015 01:45","7687","7603"
"30.07.2015 01:45 - 30.07.2015 02:00","7583","7541"
"30.07.2015 02:00 - 30.07.2015 02:15","7542","7456"
"30.07.2015 02:15 - 30.07.2015 02:30","7499","7432"
"30.07.2015 02:30 - 30.07.2015 02:45","7453","7434"
"30.07.2015 02:45 - 30.07.2015 03:00","7437","7349"
"30.07.2015 03:00 - 30.07.2015 03:15","7412","7338"
"30.07.2015 03:15 - 30.07.2015 03:30","7404","7286"
"30.07.2015 03:30 - 30.07.2015 03:45","7354","7304"
"30.07.2015 03:45 - 30.07.2015 04:00","7339","7245"
"30.07.2015 04:00 - 30.07.2015 04:15","7324","7282"
"30.07.2015 04:15 - 30.07.2015 04:30","7380","7323"
"30.07.2015 04:30 - 30.07.2015 04:45","7389","7311"
"30.07.2015 04:45 - 30.07.2015 05:00","7452","7420"
"30.07.2015 05:00 - 30.07.2015 05:15","7414","7504"
"30.07.2015 05:15 - 30.07.2015 05:30","7468","7548"
"30.07.2015 05:30 - 30.07.2015 05:45","7497","7686"
"30.07.2015 05:45 - 30.07.2015 06:00","7516","7725"
"30.07.2015 06:00 - 30.07.2015 06:15","7768","7813"
"30.07.2015 06:15 - 30.07.2015 06:30","7911","7917"
"30.07.2015 06:30 - 30.07.2015 06:45","8068","8034"
"30.07.2015 06:45 - 30.07.2015 07:00","8197","8138"
"30.07.2015 07:00 - 30.07.2015 07:15","8422","8276"
"30.07.2015 07:15 - 30.07.2015 07:30","8623","8464"
"30.07.2015 07:30 - 30.07.2015 07:45","8801","8666"
"30.07.2015 07:45 - 30.07.2015 08:00","8943","8710"
"30.07.2015 08:00 - 30.07.2015 08:15","9040","8879"
"30.07.2015 08:15 - 30.07.2015 08:30","9184","9037"
"30.07.2015 08:30 - 30.07.2015 08:45","9328","9147"
"30.07.2015 08:45 - 30.07.2015 09:00","9418","9244"
"30.07.2015 09:00 - 30.07.2015 09:15","9468","9363"
"30.07.2015 09:15 - 30.07.2015 09:30","9559","9380"
"30.07.2015 09:30 - 30.07.2015 09:45","9639","9433"
"30.07.2015 09:45 - 30.07.2015 10:00","9691","9491"
"30.07.2015 10:00 - 30.07.2015 10:15","9757","9602"
"30.07.2015 10:15 - 30.07.2015 10:30","9788","9599"
"30.07.2015 10:30 - 30.07.2015 10:45","9818","9658"
"30.07.2015 10:45 - 30.07.2015 11:00","9864","9685"
"30.07.2015 11:00 - 30.07.2015 11:15","9954","9710"
"30.07.2015 11:15 - 30.07.2015 11:30","10015","9795"
"30.07.2015 11:30 - 30.07.2015 11:45","10085","9911"
"30.07.2015 11:45 - 30.07.2015 12:00","10081","10012"
"30.07.2015 12:00 - 30.07.2015 12:15","10023","9983"
"30.07.2015 12:15 - 30.07.2015 12:30","9953","9960"
"30.07.2015 12:30 - 30.07.2015 12:45","9861","9899"
"30.07.2015 12:45 - 30.07.2015 13:00","9844","9843"
"30.07.2015 13:00 - 30.07.2015 13:15","9889","9807"
"30.07.2015 13:15 - 30.07.2015 13:30","9853","9710"
"30.07.2015 13:30 - 30.07.2015 13:45","9841","9738"
"30.07.2015 13:45 - 30.07.2015 14:00","9764","9656"
"30.07.2015 14:00 - 30.07.2015 14:15","9745","9666"
"30.07.2015 14:15 - 30.07.2015 14:30","9719","9646"
"30.07.2015 14:30 - 30.07.2015 14:45","9716","9634"
"30.07.2015 14:45 - 30.07.2015 15:00","9720","9621"
"30.07.2015 15:00 - 30.07.2015 15:15","9633","9569"
"30.07.2015 15:15 - 30.07.2015 15:30","9604","9475"
"30.07.2015 15:30 - 30.07.2015 15:45","9587","9454"
"30.07.2015 15:45 - 30.07.2015 16:00","9553","9467"
"30.07.2015 16:00 - 30.07.2015 16:15","9507","9456"
"30.07.2015 16:15 - 30.07.2015 16:30","9487","9431"
"30.07.2015 16:30 - 30.07.2015 16:45","9489","9454"
"30.07.2015 16:45 - 30.07.2015 17:00","9484","9478"
"30.07.2015 17:00 - 30.07.2015 17:15","9466","9467"
"30.07.2015 17:15 - 30.07.2015 17:30","9465","9495"
"30.07.2015 17:30 - 30.07.2015 17:45","9476","9574"
"30.07.2015 17:45 - 30.07.2015 18:00","9484","9623"
"30.07.2015 18:00 - 30.07.2015 18:15","9413","9604"
"30.07.2015 18:15 - 30.07.2015 18:30","9363","9545"
"30.07.2015 18:30 - 30.07.2015 18:45","9281","9496"
"30.07.2015 18:45 - 30.07.2015 19:00","9221","9425"
"30.07.2015 19:00 - 30.07.2015 19:15","9143","9312"
"30.07.2015 19:15 - 30.07.2015 19:30","9025","9134"
"30.07.2015 19:30 - 30.07.2015 19:45","8983","9063"
"30.07.2015 19:45 - 30.07.2015 20:00","8908","8952"
"30.07.2015 20:00 - 30.07.2015 20:15","8869","8941"
"30.07.2015 20:15 - 30.07.2015 20:30","8770","8836"
"30.07.2015 20:30 - 30.07.2015 20:45","8684","8781"
"30.07.2015 20:45 - 30.07.2015 21:00","8618","8653"
"30.07.2015 21:00 - 30.07.2015 21:15","8607","8681"
"30.07.2015 21:15 - 30.07.2015 21:30","8595","8657"
"30.07.2015 21:30 - 30.07.2015 21:45","8593","8709"
"30.07.2015 21:45 - 30.07.2015 22:00","8635","8836"
"30.07.2015 22:00 - 30.07.2015 22:15","8793","9003"
"30.07.2015 22:15 - 30.07.2015 22:30","8951","9124"
"30.07.2015 22:30 - 30.07.2015 22:45","8948","9050"
"30.07.2015 22:45 - 30.07.2015 23:00","8865","8967"
"30.07.2015 23:00 - 30.07.2015 23:15","8892","8916"
"30.07.2015 23:15 - 30.07.2015 23:30","8714","8682"
"30.07.2015 23:30 - 30.07.2015 23:45","8520","8531"
"30.07.2015 23:45 - 31.07.2015 00:00","8411","8377"
"31.07.2015 00:00 - 31.07.2015 00:15","8191","8244"
"31.07.2015 00:15 - 31.07.2015 00:30","8051","8046"
"31.07.2015 00:30 - 31.07.2015 00:45","7934","8008"
"31.07.2015 00:45 - 31.07.2015 01:00","7848","7942"
"31.07.2015 01:00 - 31.07.2015 01:15","7809","7823"
"31.07.2015 01:15 - 31.07.2015 01:30","7717","7764"
"31.07.2015 01:30 - 31.07.2015 01:45","7611","7652"
"31.07.2015 01:45 - 31.07.2015 02:00","7514","7588"
"31.07.2015 02:00 - 31.07.2015 02:15","7513","7454"
"31.07.2015 02:15 - 31.07.2015 02:30","7466","7461"
"31.07.2015 02:30 - 31.07.2015 02:45","7428","7426"
"31.07.2015 02:45 - 31.07.2015 03:00","7411","7366"
"31.07.2015 03:00 - 31.07.2015 03:15","7407","7309"
"31.07.2015 03:15 - 31.07.2015 03:30","7404","7343"
"31.07.2015 03:30 - 31.07.2015 03:45","7365","7369"
"31.07.2015 03:45 - 31.07.2015 04:00","7331","7331"
"31.07.2015 04:00 - 31.07.2015 04:15","7317","7359"
"31.07.2015 04:15 - 31.07.2015 04:30","7368","7408"
"31.07.2015 04:30 - 31.07.2015 04:45","7372","7348"
"31.07.2015 04:45 - 31.07.2015 05:00","7432","7410"
"31.07.2015 05:00 - 31.07.2015 05:15","7375","7537"
"31.07.2015 05:15 - 31.07.2015 05:30","7440","7632"
"31.07.2015 05:30 - 31.07.2015 05:45","7481","7742"
"31.07.2015 05:45 - 31.07.2015 06:00","7498","7655"
"31.07.2015 06:00 - 31.07.2015 06:15","7731","7792"
"31.07.2015 06:15 - 31.07.2015 06:30","7883","7988"
"31.07.2015 06:30 - 31.07.2015 06:45","8045","8171"
"31.07.2015 06:45 - 31.07.2015 07:00","8162","8224"
"31.07.2015 07:00 - 31.07.2015 07:15","8450","8452"
"31.07.2015 07:15 - 31.07.2015 07:30","8647","8627"
"31.07.2015 07:30 - 31.07.2015 07:45","8828","8753"
"31.07.2015 07:45 - 31.07.2015 08:00","8959","8892"
"31.07.2015 08:00 - 31.07.2015 08:15","9065","9068"
"31.07.2015 08:15 - 31.07.2015 08:30","9204","9201"
"31.07.2015 08:30 - 31.07.2015 08:45","9350","9356"
"31.07.2015 08:45 - 31.07.2015 09:00","9432","9469"
"31.07.2015 09:00 - 31.07.2015 09:15","9503","9596"
"31.07.2015 09:15 - 31.07.2015 09:30","9591","9658"
"31.07.2015 09:30 - 31.07.2015 09:45","9676","9722"
"31.07.2015 09:45 - 31.07.2015 10:00","9731","9763"
"31.07.2015 10:00 - 31.07.2015 10:15","9802","9776"
"31.07.2015 10:15 - 31.07.2015 10:30","9825","9815"
"31.07.2015 10:30 - 31.07.2015 10:45","9862","9828"
"31.07.2015 10:45 - 31.07.2015 11:00","9899","9833"
"31.07.2015 11:00 - 31.07.2015 11:15","9954","9864"
"31.07.2015 11:15 - 31.07.2015 11:30","10018","9904"
"31.07.2015 11:30 - 31.07.2015 11:45","10080","9961"
"31.07.2015 11:45 - 31.07.2015 12:00","10073","10006"
"31.07.2015 12:00 - 31.07.2015 12:15","9955","9932"
"31.07.2015 12:15 - 31.07.2015 12:30","9897","9854"
"31.07.2015 12:30 - 31.07.2015 12:45","9825","9700"
"31.07.2015 12:45 - 31.07.2015 13:00","9798","9708"
"31.07.2015 13:00 - 31.07.2015 13:15","9886","9683"
"31.07.2015 13:15 - 31.07.2015 13:30","9832","9650"
"31.07.2015 13:30 - 31.07.2015 13:45","9830","9606"
"31.07.2015 13:45 - 31.07.2015 14:00","9760","9560"
"31.07.2015 14:00 - 31.07.2015 14:15","9744","9451"
"31.07.2015 14:15 - 31.07.2015 14:30","9720","9468"
"31.07.2015 14:30 - 31.07.2015 14:45","9701","9450"
"31.07.2015 14:45 - 31.07.2015 15:00","9696","9368"
"31.07.2015 15:00 - 31.07.2015 15:15","9551","9333"
"31.07.2015 15:15 - 31.07.2015 15:30","9511","9341"
"31.07.2015 15:30 - 31.07.2015 15:45","9482","9301"
"31.07.2015 15:45 - 31.07.2015 16:00","9474","9284"
"31.07.2015 16:00 - 31.07.2015 16:15","9447","9318"
"31.07.2015 16:15 - 31.07.2015 16:30","9429","9209"
"31.07.2015 16:30 - 31.07.2015 16:45","9427","9175"
"31.07.2015 16:45 - 31.07.2015 17:00","9419","9138"
"31.07.2015 17:00 - 31.07.2015 17:15","9418","9191"
"31.07.2015 17:15 - 31.07.2015 17:30","9427","9237"
"31.07.2015 17:30 - 31.07.2015 17:45","9436","9273"
"31.07.2015 17:45 - 31.07.2015 18:00","9439","9275"
"31.07.2015 18:00 - 31.07.2015 18:15","9357","9193"
"31.07.2015 18:15 - 31.07.2015 18:30","9301","9184"
"31.07.2015 18:30 - 31.07.2015 18:45","9223","9100"
"31.07.2015 18:45 - 31.07.2015 19:00","9164","9000"
"31.07.2015 19:00 - 31.07.2015 19:15","9115","8916"
"31.07.2015 19:15 - 31.07.2015 19:30","8995","8820"
"31.07.2015 19:30 - 31.07.2015 19:45","8939","8735"
"31.07.2015 19:45 - 31.07.2015 20:00","8873","8621"
"31.07.2015 20:00 - 31.07.2015 20:15","8870","8583"
"31.07.2015 20:15 - 31.07.2015 20:30","8769","8514"
"31.07.2015 20:30 - 31.07.2015 20:45","8690","8468"
"31.07.2015 20:45 - 31.07.2015 21:00","8605","8353"
"31.07.2015 21:00 - 31.07.2015 21:15","8581","8287"
"31.07.2015 21:15 - 31.07.2015 21:30","8574","8313"
"31.07.2015 21:30 - 31.07.2015 21:45","8583","8337"
"31.07.2015 21:45 - 31.07.2015 22:00","8653","8489"
"31.07.2015 22:00 - 31.07.2015 22:15","8805","8735"
"31.07.2015 22:15 - 31.07.2015 22:30","8946","8809"
"31.07.2015 22:30 - 31.07.2015 22:45","8926","8813"
"31.07.2015 22:45 - 31.07.2015 23:00","8856","8671"
"31.07.2015 23:00 - 31.07.2015 23:15","8931","8587"
"31.07.2015 23:15 - 31.07.2015 23:30","8746","8475"
"31.07.2015 23:30 - 31.07.2015 23:45","8548","8277"
"31.07.2015 23:45 - 01.08.2015 00:00","8443","8155"
"01.08.2015 00:00 - 01.08.2015 00:15","8246","7998"
"01.08.2015 00:15 - 01.08.2015 00:30","8114","7822"
"01.08.2015 00:30 - 01.08.2015 00:45","8015","7721"
"01.08.2015 00:45 - 01.08.2015 01:00","7924","7628"
"01.08.2015 01:00 - 01.08.2015 01:15","7825","7615"
"01.08.2015 01:15 - 01.08.2015 01:30","7737","7495"
"01.08.2015 01:30 - 01.08.2015 01:45","7624","7429"
"01.08.2015 01:45 - 01.08.2015 02:00","7530","7352"
"01.08.2015 02:00 - 01.08.2015 02:15","7465","7297"
"01.08.2015 02:15 - 01.08.2015 02:30","7399","7175"
"01.08.2015 02:30 - 01.08.2015 02:45","7358","7143"
"01.08.2015 02:45 - 01.08.2015 03:00","7318","7117"
"01.08.2015 03:00 - 01.08.2015 03:15","7360","7021"
"01.08.2015 03:15 - 01.08.2015 03:30","7296","6990"
"01.08.2015 03:30 - 01.08.2015 03:45","7243","6984"
"01.08.2015 03:45 - 01.08.2015 04:00","7208","6995"
"01.08.2015 04:00 - 01.08.2015 04:15","7225","6957"
"01.08.2015 04:15 - 01.08.2015 04:30","7173","6967"
"01.08.2015 04:30 - 01.08.2015 04:45","7161","6955"
"01.08.2015 04:45 - 01.08.2015 05:00","7175","6982"
"01.08.2015 05:00 - 01.08.2015 05:15","7171","6972"
"01.08.2015 05:15 - 01.08.2015 05:30","7126","7001"
"01.08.2015 05:30 - 01.08.2015 05:45","7053","7022"
"01.08.2015 05:45 - 01.08.2015 06:00","7005","6916"
"01.08.2015 06:00 - 01.08.2015 06:15","7114","6904"
"01.08.2015 06:15 - 01.08.2015 06:30","7125","6965"
"01.08.2015 06:30 - 01.08.2015 06:45","7203","7046"
"01.08.2015 06:45 - 01.08.2015 07:00","7280","7064"
"01.08.2015 07:00 - 01.08.2015 07:15","7462","7249"
"01.08.2015 07:15 - 01.08.2015 07:30","7589","7360"
"01.08.2015 07:30 - 01.08.2015 07:45","7688","7518"
"01.08.2015 07:45 - 01.08.2015 08:00","7831","7657"
"01.08.2015 08:00 - 01.08.2015 08:15","7998","7867"
"01.08.2015 08:15 - 01.08.2015 08:30","8140","8015"
"01.08.2015 08:30 - 01.08.2015 08:45","8257","8134"
"01.08.2015 08:45 - 01.08.2015 09:00","8361","8286"
"01.08.2015 09:00 - 01.08.2015 09:15","8579","8417"
"01.08.2015 09:15 - 01.08.2015 09:30","8703","8530"
"01.08.2015 09:30 - 01.08.2015 09:45","8798","8649"
"01.08.2015 09:45 - 01.08.2015 10:00","8854","8723"
"01.08.2015 10:00 - 01.08.2015 10:15","9004","8846"
"01.08.2015 10:15 - 01.08.2015 10:30","9052","8824"
"01.08.2015 10:30 - 01.08.2015 10:45","9111","8879"
"01.08.2015 10:45 - 01.08.2015 11:00","9159","8910"
"01.08.2015 11:00 - 01.08.2015 11:15","9164","8967"
"01.08.2015 11:15 - 01.08.2015 11:30","9197","8930"
"01.08.2015 11:30 - 01.08.2015 11:45","9254","9037"
"01.08.2015 11:45 - 01.08.2015 12:00","9253","9095"
"01.08.2015 12:00 - 01.08.2015 12:15","9229","9058"
"01.08.2015 12:15 - 01.08.2015 12:30","9194","9000"
"01.08.2015 12:30 - 01.08.2015 12:45","9162","8973"
"01.08.2015 12:45 - 01.08.2015 13:00","9095","8941"
"01.08.2015 13:00 - 01.08.2015 13:15","9086","8840"
"01.08.2015 13:15 - 01.08.2015 13:30","9002","8838"
"01.08.2015 13:30 - 01.08.2015 13:45","8939","8794"
"01.08.2015 13:45 - 01.08.2015 14:00","8883","8760"
"01.08.2015 14:00 - 01.08.2015 14:15","8817","8723"
