"Time (CET)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"18.02.2015 03:45 - 18.02.2015 04:00","10983","8816"
"18.02.2015 04:00 - 18.02.2015 04:15","10999","8865"
"18.02.2015 04:15 - 18.02.2015 04:30","11007","8887"
"18.02.2015 04:30 - 18.02.2015 04:45","11064","8953"
"18.02.2015 04:45 - 18.02.2015 05:00","11099","9019"
"18.02.2015 05:00 - 18.02.2015 05:15","11184","9135"
"18.02.2015 05:15 - 18.02.2015 05:30","11294","9254"
"18.02.2015 05:30 - 18.02.2015 05:45","11488","9467"
"18.02.2015 05:45 - 18.02.2015 06:00","11740","9680"
"18.02.2015 06:00 - 18.02.2015 06:15","12024","10099"
"18.02.2015 06:15 - 18.02.2015 06:30","12371","10545"
"18.02.2015 06:30 - 18.02.2015 06:45","12867","11016"
"18.02.2015 06:45 - 18.02.2015 07:00","13438","11577"
"18.02.2015 07:00 - 18.02.2015 07:15","14096","12318"
"18.02.2015 07:15 - 18.02.2015 07:30","14796","12979"
"18.02.2015 07:30 - 18.02.2015 07:45","15618","13380"
"18.02.2015 07:45 - 18.02.2015 08:00","16250","13673"
"18.02.2015 08:00 - 18.02.2015 08:15","16692","13956"
"18.02.2015 08:15 - 18.02.2015 08:30","16934","14226"
"18.02.2015 08:30 - 18.02.2015 08:45","17098","14452"
"18.02.2015 08:45 - 18.02.2015 09:00","17284","14664"
"18.02.2015 09:00 - 18.02.2015 09:15","17487","14788"
"18.02.2015 09:15 - 18.02.2015 09:30","17656","14835"
"18.02.2015 09:30 - 18.02.2015 09:45","17751","14808"
"18.02.2015 09:45 - 18.02.2015 10:00","17801","14825"
"18.02.2015 10:00 - 18.02.2015 10:15","17858","14774"
"18.02.2015 10:15 - 18.02.2015 10:30","17837","14694"
"18.02.2015 10:30 - 18.02.2015 10:45","17712","14639"
"18.02.2015 10:45 - 18.02.2015 11:00","17645","14607"
"18.02.2015 11:00 - 18.02.2015 11:15","17775","14605"
"18.02.2015 11:15 - 18.02.2015 11:30","17784","14565"
"18.02.2015 11:30 - 18.02.2015 11:45","17752","14512"
"18.02.2015 11:45 - 18.02.2015 12:00","17739","14491"
"18.02.2015 12:00 - 18.02.2015 12:15","17685","14417"
"18.02.2015 12:15 - 18.02.2015 12:30","17591","14341"
"18.02.2015 12:30 - 18.02.2015 12:45","17509","14239"
"18.02.2015 12:45 - 18.02.2015 13:00","17461","14188"
"18.02.2015 13:00 - 18.02.2015 13:15","17489","14226"
"18.02.2015 13:15 - 18.02.2015 13:30","17529","14255"
"18.02.2015 13:30 - 18.02.2015 13:45","17563","14222"
"18.02.2015 13:45 - 18.02.2015 14:00","17558","14195"
"18.02.2015 14:00 - 18.02.2015 14:15","17553","14136"
"18.02.2015 14:15 - 18.02.2015 14:30","17557","14111"
"18.02.2015 14:30 - 18.02.2015 14:45","17563","14049"
"18.02.2015 14:45 - 18.02.2015 15:00","17571","14031"
"18.02.2015 15:00 - 18.02.2015 15:15","17511","14000"
"18.02.2015 15:15 - 18.02.2015 15:30","17436","14037"
"18.02.2015 15:30 - 18.02.2015 15:45","17430","14075"
"18.02.2015 15:45 - 18.02.2015 16:00","17534","14077"
"18.02.2015 16:00 - 18.02.2015 16:15","17550","14092"
"18.02.2015 16:15 - 18.02.2015 16:30","17507","14157"
"18.02.2015 16:30 - 18.02.2015 16:45","17512","14226"
"18.02.2015 16:45 - 18.02.2015 17:00","17579","14403"
"18.02.2015 17:00 - 18.02.2015 17:15","17577","14438"
"18.02.2015 17:15 - 18.02.2015 17:30","17567","14597"
"18.02.2015 17:30 - 18.02.2015 17:45","17732","14662"
"18.02.2015 17:45 - 18.02.2015 18:00","17817","14768"
"18.02.2015 18:00 - 18.02.2015 18:15","17817","14772"
"18.02.2015 18:15 - 18.02.2015 18:30","17479","15042"
"18.02.2015 18:30 - 18.02.2015 18:45","17235","15170"
"18.02.2015 18:45 - 18.02.2015 19:00","17099","15148"
"18.02.2015 19:00 - 18.02.2015 19:15","16998","15024"
"18.02.2015 19:15 - 18.02.2015 19:30","16813","14919"
"18.02.2015 19:30 - 18.02.2015 19:45","16647","14769"
"18.02.2015 19:45 - 18.02.2015 20:00","16462","14683"
"18.02.2015 20:00 - 18.02.2015 20:15","16296","14367"
"18.02.2015 20:15 - 18.02.2015 20:30","16077","14134"
"18.02.2015 20:30 - 18.02.2015 20:45","15865","13900"
"18.02.2015 20:45 - 18.02.2015 21:00","15580","13677"
"18.02.2015 21:00 - 18.02.2015 21:15","15337","13404"
"18.02.2015 21:15 - 18.02.2015 21:30","15168","13193"
"18.02.2015 21:30 - 18.02.2015 21:45","14917","12874"
"18.02.2015 21:45 - 18.02.2015 22:00","14621","12608"
"18.02.2015 22:00 - 18.02.2015 22:15","14297","12247"
"18.02.2015 22:15 - 18.02.2015 22:30","13996","11904"
"18.02.2015 22:30 - 18.02.2015 22:45","13703","11617"
"18.02.2015 22:45 - 18.02.2015 23:00","13348","11348"
"18.02.2015 23:00 - 18.02.2015 23:15","13100","11138"
"18.02.2015 23:15 - 18.02.2015 23:30","13116","10866"
"18.02.2015 23:30 - 18.02.2015 23:45","12932","10632"
"18.02.2015 23:45 - 19.02.2015 00:00","12694","10377"
"19.02.2015 00:00 - 19.02.2015 00:15","12356","9897"
"19.02.2015 00:15 - 19.02.2015 00:30","12237","9704"
"19.02.2015 00:30 - 19.02.2015 00:45","12053","9496"
"19.02.2015 00:45 - 19.02.2015 01:00","11896","9311"
"19.02.2015 01:00 - 19.02.2015 01:15","11723","9137"
"19.02.2015 01:15 - 19.02.2015 01:30","11662","9011"
"19.02.2015 01:30 - 19.02.2015 01:45","11589","8895"
"19.02.2015 01:45 - 19.02.2015 02:00","11442","8816"
"19.02.2015 02:00 - 19.02.2015 02:15","11357","8745"
"19.02.2015 02:15 - 19.02.2015 02:30","11325","8701"
"19.02.2015 02:30 - 19.02.2015 02:45","11247","8651"
"19.02.2015 02:45 - 19.02.2015 03:00","11181","8624"
"19.02.2015 03:00 - 19.02.2015 03:15","11147","8606"
"19.02.2015 03:15 - 19.02.2015 03:30","11122","8570"
"19.02.2015 03:30 - 19.02.2015 03:45","11107","8577"
"19.02.2015 03:45 - 19.02.2015 04:00","11128","8572"
"19.02.2015 04:00 - 19.02.2015 04:15","11142","8614"
"19.02.2015 04:15 - 19.02.2015 04:30","11168","8661"
"19.02.2015 04:30 - 19.02.2015 04:45","11222","8702"
"19.02.2015 04:45 - 19.02.2015 05:00","11286","8744"
"19.02.2015 05:00 - 19.02.2015 05:15","11355","8867"
"19.02.2015 05:15 - 19.02.2015 05:30","11459","9002"
"19.02.2015 05:30 - 19.02.2015 05:45","11655","9183"
"19.02.2015 05:45 - 19.02.2015 06:00","11907","9464"
"19.02.2015 06:00 - 19.02.2015 06:15","12174","9968"
"19.02.2015 06:15 - 19.02.2015 06:30","12491","10471"
"19.02.2015 06:30 - 19.02.2015 06:45","12957","10932"
"19.02.2015 06:45 - 19.02.2015 07:00","13491","11464"
"19.02.2015 07:00 - 19.02.2015 07:15","14135","12216"
"19.02.2015 07:15 - 19.02.2015 07:30","14904","12810"
"19.02.2015 07:30 - 19.02.2015 07:45","15615","13221"
"19.02.2015 07:45 - 19.02.2015 08:00","16174","13519"
"19.02.2015 08:00 - 19.02.2015 08:15","16525","13848"
"19.02.2015 08:15 - 19.02.2015 08:30","16719","14039"
"19.02.2015 08:30 - 19.02.2015 08:45","16908","14270"
"19.02.2015 08:45 - 19.02.2015 09:00","17116","14454"
"19.02.2015 09:00 - 19.02.2015 09:15","17319","14609"
"19.02.2015 09:15 - 19.02.2015 09:30","17447","14665"
"19.02.2015 09:30 - 19.02.2015 09:45","17579","14627"
"19.02.2015 09:45 - 19.02.2015 10:00","17659","14600"
"19.02.2015 10:00 - 19.02.2015 10:15","17743","14532"
"19.02.2015 10:15 - 19.02.2015 10:30","17770","14465"
"19.02.2015 10:30 - 19.02.2015 10:45","17789","14405"
"19.02.2015 10:45 - 19.02.2015 11:00","17834","14349"
"19.02.2015 11:00 - 19.02.2015 11:15","17843","14284"
"19.02.2015 11:15 - 19.02.2015 11:30","17817","14237"
"19.02.2015 11:30 - 19.02.2015 11:45","17774","14168"
"19.02.2015 11:45 - 19.02.2015 12:00","17706","14109"
"19.02.2015 12:00 - 19.02.2015 12:15","17621","14013"
"19.02.2015 12:15 - 19.02.2015 12:30","17508","13881"
"19.02.2015 12:30 - 19.02.2015 12:45","17353","13724"
"19.02.2015 12:45 - 19.02.2015 13:00","17211","13680"
"19.02.2015 13:00 - 19.02.2015 13:15","17191","13787"
"19.02.2015 13:15 - 19.02.2015 13:30","17270","13852"
"19.02.2015 13:30 - 19.02.2015 13:45","17308","13873"
"19.02.2015 13:45 - 19.02.2015 14:00","17276","13911"
"19.02.2015 14:00 - 19.02.2015 14:15","17262","13889"
"19.02.2015 14:15 - 19.02.2015 14:30","17278","13886"
"19.02.2015 14:30 - 19.02.2015 14:45","17249","13865"
"19.02.2015 14:45 - 19.02.2015 15:00","17188","13888"
"19.02.2015 15:00 - 19.02.2015 15:15","17109","13862"
"19.02.2015 15:15 - 19.02.2015 15:30","17114","13911"
"19.02.2015 15:30 - 19.02.2015 15:45","17182","13958"
"19.02.2015 15:45 - 19.02.2015 16:00","17200","14010"
"19.02.2015 16:00 - 19.02.2015 16:15","17179","14055"
"19.02.2015 16:15 - 19.02.2015 16:30","17119","14093"
"19.02.2015 16:30 - 19.02.2015 16:45","17104","14157"
"19.02.2015 16:45 - 19.02.2015 17:00","17159","14255"
"19.02.2015 17:00 - 19.02.2015 17:15","17161","14282"
"19.02.2015 17:15 - 19.02.2015 17:30","17219","14404"
"19.02.2015 17:30 - 19.02.2015 17:45","17477","14464"
"19.02.2015 17:45 - 19.02.2015 18:00","17592","14592"
"19.02.2015 18:00 - 19.02.2015 18:15","17581","14628"
"19.02.2015 18:15 - 19.02.2015 18:30","17420","14964"
"19.02.2015 18:30 - 19.02.2015 18:45","17255","15066"
"19.02.2015 18:45 - 19.02.2015 19:00","17125","15060"
"19.02.2015 19:00 - 19.02.2015 19:15","17054","14949"
"19.02.2015 19:15 - 19.02.2015 19:30","16878","14831"
"19.02.2015 19:30 - 19.02.2015 19:45","16700","14683"
"19.02.2015 19:45 - 19.02.2015 20:00","16545","14616"
"19.02.2015 20:00 - 19.02.2015 20:15","16358","14341"
"19.02.2015 20:15 - 19.02.2015 20:30","16169","14083"
"19.02.2015 20:30 - 19.02.2015 20:45","15891","13801"
"19.02.2015 20:45 - 19.02.2015 21:00","15626","13555"
"19.02.2015 21:00 - 19.02.2015 21:15","15390","13241"
"19.02.2015 21:15 - 19.02.2015 21:30","15212","12920"
"19.02.2015 21:30 - 19.02.2015 21:45","14829","12663"
"19.02.2015 21:45 - 19.02.2015 22:00","14432","12388"
"19.02.2015 22:00 - 19.02.2015 22:15","14111","12025"
"19.02.2015 22:15 - 19.02.2015 22:30","13847","11757"
"19.02.2015 22:30 - 19.02.2015 22:45","13582","11450"
"19.02.2015 22:45 - 19.02.2015 23:00","13282","11154"
"19.02.2015 23:00 - 19.02.2015 23:15","13030","10948"
"19.02.2015 23:15 - 19.02.2015 23:30","12849","10717"
"19.02.2015 23:30 - 19.02.2015 23:45","12586","10412"
"19.02.2015 23:45 - 20.02.2015 00:00","12274","10136"
"20.02.2015 00:00 - 20.02.2015 00:15","12069","10155"
"20.02.2015 00:15 - 20.02.2015 00:30","11901","9973"
"20.02.2015 00:30 - 20.02.2015 00:45","11682","9759"
"20.02.2015 00:45 - 20.02.2015 01:00","11461","9554"
"20.02.2015 01:00 - 20.02.2015 01:15","11293","9402"
"20.02.2015 01:15 - 20.02.2015 01:30","11160","9186"
"20.02.2015 01:30 - 20.02.2015 01:45","11059","9058"
"20.02.2015 01:45 - 20.02.2015 02:00","10939","8973"
"20.02.2015 02:00 - 20.02.2015 02:15","10862","8917"
"20.02.2015 02:15 - 20.02.2015 02:30","10789","8862"
"20.02.2015 02:30 - 20.02.2015 02:45","10711","8814"
"20.02.2015 02:45 - 20.02.2015 03:00","10665","8782"
"20.02.2015 03:00 - 20.02.2015 03:15","10618","8771"
"20.02.2015 03:15 - 20.02.2015 03:30","10608","8743"
"20.02.2015 03:30 - 20.02.2015 03:45","10608","8737"
"20.02.2015 03:45 - 20.02.2015 04:00","10586","8749"
"20.02.2015 04:00 - 20.02.2015 04:15","10636","8779"
"20.02.2015 04:15 - 20.02.2015 04:30","10644","8807"
"20.02.2015 04:30 - 20.02.2015 04:45","10698","8876"
"20.02.2015 04:45 - 20.02.2015 05:00","10779","8948"
"20.02.2015 05:00 - 20.02.2015 05:15","10849","9056"
"20.02.2015 05:15 - 20.02.2015 05:30","10958","9172"
"20.02.2015 05:30 - 20.02.2015 05:45","11164","9384"
"20.02.2015 05:45 - 20.02.2015 06:00","11415","9620"
"20.02.2015 06:00 - 20.02.2015 06:15","11735","10085"
"20.02.2015 06:15 - 20.02.2015 06:30","12165","10494"
"20.02.2015 06:30 - 20.02.2015 06:45","12696","10951"
"20.02.2015 06:45 - 20.02.2015 07:00","13171","11438"
"20.02.2015 07:00 - 20.02.2015 07:15","13729","12191"
"20.02.2015 07:15 - 20.02.2015 07:30","14384","12824"
"20.02.2015 07:30 - 20.02.2015 07:45","15109","13308"
"20.02.2015 07:45 - 20.02.2015 08:00","15628","13673"
"20.02.2015 08:00 - 20.02.2015 08:15","15935","14020"
"20.02.2015 08:15 - 20.02.2015 08:30","16068","14283"
"20.02.2015 08:30 - 20.02.2015 08:45","16309","14544"
"20.02.2015 08:45 - 20.02.2015 09:00","16546","14820"
"20.02.2015 09:00 - 20.02.2015 09:15","16768","15031"
"20.02.2015 09:15 - 20.02.2015 09:30","16911","15177"
"20.02.2015 09:30 - 20.02.2015 09:45","17027","15251"
"20.02.2015 09:45 - 20.02.2015 10:00","17085","15363"
"20.02.2015 10:00 - 20.02.2015 10:15","17076","15437"
"20.02.2015 10:15 - 20.02.2015 10:30","17010","15451"
"20.02.2015 10:30 - 20.02.2015 10:45","16932","15473"
"20.02.2015 10:45 - 20.02.2015 11:00","16847","15500"
"20.02.2015 11:00 - 20.02.2015 11:15","16780","15522"
"20.02.2015 11:15 - 20.02.2015 11:30","16694","15518"
"20.02.2015 11:30 - 20.02.2015 11:45","16579","15528"
"20.02.2015 11:45 - 20.02.2015 12:00","16471","15441"
"20.02.2015 12:00 - 20.02.2015 12:15","16424","15369"
"20.02.2015 12:15 - 20.02.2015 12:30","16250","15292"
"20.02.2015 12:30 - 20.02.2015 12:45","16008","15134"
"20.02.2015 12:45 - 20.02.2015 13:00","15862","15046"
"20.02.2015 13:00 - 20.02.2015 13:15","15853","15098"
"20.02.2015 13:15 - 20.02.2015 13:30","15910","15159"
"20.02.2015 13:30 - 20.02.2015 13:45","15917","15186"
"20.02.2015 13:45 - 20.02.2015 14:00","15915","15162"
"20.02.2015 14:00 - 20.02.2015 14:15","15885","15107"
"20.02.2015 14:15 - 20.02.2015 14:30","15900","15067"
"20.02.2015 14:30 - 20.02.2015 14:45","15900","14989"
"20.02.2015 14:45 - 20.02.2015 15:00","15814","14838"
"20.02.2015 15:00 - 20.02.2015 15:15","15737","14729"
"20.02.2015 15:15 - 20.02.2015 15:30","15707","14774"
"20.02.2015 15:30 - 20.02.2015 15:45","15691","14809"
"20.02.2015 15:45 - 20.02.2015 16:00","15740","14785"
"20.02.2015 16:00 - 20.02.2015 16:15","15796","14737"
"20.02.2015 16:15 - 20.02.2015 16:30","15741","14743"
"20.02.2015 16:30 - 20.02.2015 16:45","15710","14764"
"20.02.2015 16:45 - 20.02.2015 17:00","15842","14848"
"20.02.2015 17:00 - 20.02.2015 17:15","15918","14871"
"20.02.2015 17:15 - 20.02.2015 17:30","15913","15001"
"20.02.2015 17:30 - 20.02.2015 17:45","16062","15123"
"20.02.2015 17:45 - 20.02.2015 18:00","16317","15209"
"20.02.2015 18:00 - 20.02.2015 18:15","16300","15199"
"20.02.2015 18:15 - 20.02.2015 18:30","16141","15158"
"20.02.2015 18:30 - 20.02.2015 18:45","16090","15083"
"20.02.2015 18:45 - 20.02.2015 19:00","15839","14992"
"20.02.2015 19:00 - 20.02.2015 19:15","15608","14825"
"20.02.2015 19:15 - 20.02.2015 19:30","15430","14665"
"20.02.2015 19:30 - 20.02.2015 19:45","15102","14463"
"20.02.2015 19:45 - 20.02.2015 20:00","14914","14351"
"20.02.2015 20:00 - 20.02.2015 20:15","14976","14101"
"20.02.2015 20:15 - 20.02.2015 20:30","14720","13899"
"20.02.2015 20:30 - 20.02.2015 20:45","14408","13608"
"20.02.2015 20:45 - 20.02.2015 21:00","14234","13351"
"20.02.2015 21:00 - 20.02.2015 21:15","13950","12984"
"20.02.2015 21:15 - 20.02.2015 21:30","13666","12713"
"20.02.2015 21:30 - 20.02.2015 21:45","13405","12455"
"20.02.2015 21:45 - 20.02.2015 22:00","13077","12236"
"20.02.2015 22:00 - 20.02.2015 22:15","12732","11971"
"20.02.2015 22:15 - 20.02.2015 22:30","12637","11752"
"20.02.2015 22:30 - 20.02.2015 22:45","12425","11495"
"20.02.2015 22:45 - 20.02.2015 23:00","12181","11243"
"20.02.2015 23:00 - 20.02.2015 23:15","12057","11084"
"20.02.2015 23:15 - 20.02.2015 23:30","12092","10859"
"20.02.2015 23:30 - 20.02.2015 23:45","11938","10578"
"20.02.2015 23:45 - 21.02.2015 00:00","11701","10341"
"21.02.2015 00:00 - 21.02.2015 00:15","12373","9863"
"21.02.2015 00:15 - 21.02.2015 00:30","12400","9659"
"21.02.2015 00:30 - 21.02.2015 00:45","12318","9467"
"21.02.2015 00:45 - 21.02.2015 01:00","12167","9286"
"21.02.2015 01:00 - 21.02.2015 01:15","12000","9095"
"21.02.2015 01:15 - 21.02.2015 01:30","11857","8954"
"21.02.2015 01:30 - 21.02.2015 01:45","11683","8807"
"21.02.2015 01:45 - 21.02.2015 02:00","11534","8681"
"21.02.2015 02:00 - 21.02.2015 02:15","11408","8577"
"21.02.2015 02:15 - 21.02.2015 02:30","11357","8507"
"21.02.2015 02:30 - 21.02.2015 02:45","11295","8443"
"21.02.2015 02:45 - 21.02.2015 03:00","11264","8393"
"21.02.2015 03:00 - 21.02.2015 03:15","11222","8362"
"21.02.2015 03:15 - 21.02.2015 03:30","11212","8323"
"21.02.2015 03:30 - 21.02.2015 03:45","11159","8297"
"21.02.2015 03:45 - 21.02.2015 04:00","11141","8283"
"21.02.2015 04:00 - 21.02.2015 04:15","11127","8294"
"21.02.2015 04:15 - 21.02.2015 04:30","11145","8277"
"21.02.2015 04:30 - 21.02.2015 04:45","11142","8278"
"21.02.2015 04:45 - 21.02.2015 05:00","11115","8277"
"21.02.2015 05:00 - 21.02.2015 05:15","11127","8307"
"21.02.2015 05:15 - 21.02.2015 05:30","11178","8327"
"21.02.2015 05:30 - 21.02.2015 05:45","11253","8392"
"21.02.2015 05:45 - 21.02.2015 06:00","11338","8475"
"21.02.2015 06:00 - 21.02.2015 06:15","11503","8638"
"21.02.2015 06:15 - 21.02.2015 06:30","11659","8776"
"21.02.2015 06:30 - 21.02.2015 06:45","11849","8947"
"21.02.2015 06:45 - 21.02.2015 07:00","12031","9171"
"21.02.2015 07:00 - 21.02.2015 07:15","12233","9506"
"21.02.2015 07:15 - 21.02.2015 07:30","12513","9756"
"21.02.2015 07:30 - 21.02.2015 07:45","12931","9902"
"21.02.2015 07:45 - 21.02.2015 08:00","13165","10098"
"21.02.2015 08:00 - 21.02.2015 08:15","13322","10398"
"21.02.2015 08:15 - 21.02.2015 08:30","13454","10680"
"21.02.2015 08:30 - 21.02.2015 08:45","13733","10978"
"21.02.2015 08:45 - 21.02.2015 09:00","13979","11296"
"21.02.2015 09:00 - 21.02.2015 09:15","14265","11624"
"21.02.2015 09:15 - 21.02.2015 09:30","14461","11877"
"21.02.2015 09:30 - 21.02.2015 09:45","14735","12066"
"21.02.2015 09:45 - 21.02.2015 10:00","14982","12254"
"21.02.2015 10:00 - 21.02.2015 10:15","15144","12368"
"21.02.2015 10:15 - 21.02.2015 10:30","15196","12397"
"21.02.2015 10:30 - 21.02.2015 10:45","15267","12468"
"21.02.2015 10:45 - 21.02.2015 11:00","15309","12504"
"21.02.2015 11:00 - 21.02.2015 11:15","15308","12534"
"21.02.2015 11:15 - 21.02.2015 11:30","15258","12501"
"21.02.2015 11:30 - 21.02.2015 11:45","15229","12491"
"21.02.2015 11:45 - 21.02.2015 12:00","15242","12485"
"21.02.2015 12:00 - 21.02.2015 12:15","15248","12483"
"21.02.2015 12:15 - 21.02.2015 12:30","15178","12466"
"21.02.2015 12:30 - 21.02.2015 12:45","15056","12359"
"21.02.2015 12:45 - 21.02.2015 13:00","14946","12294"
"21.02.2015 13:00 - 21.02.2015 13:15","14866","12213"
"21.02.2015 13:15 - 21.02.2015 13:30","14766","12145"
"21.02.2015 13:30 - 21.02.2015 13:45","14714","12050"
"21.02.2015 13:45 - 21.02.2015 14:00","14606","11981"
"21.02.2015 14:00 - 21.02.2015 14:15","14495","11905"
"21.02.2015 14:15 - 21.02.2015 14:30","14619","11844"
"21.02.2015 14:30 - 21.02.2015 14:45","14659","11776"
"21.02.2015 14:45 - 21.02.2015 15:00","14554","11715"
"21.02.2015 15:00 - 21.02.2015 15:15","14504","11640"
"21.02.2015 15:15 - 21.02.2015 15:30","14462","11592"
"21.02.2015 15:30 - 21.02.2015 15:45","14435","11563"
"21.02.2015 15:45 - 21.02.2015 16:00","14462","11582"
"21.02.2015 16:00 - 21.02.2015 16:15","14475","11587"
"21.02.2015 16:15 - 21.02.2015 16:30","14438","11655"
"21.02.2015 16:30 - 21.02.2015 16:45","14315","11769"
"21.02.2015 16:45 - 21.02.2015 17:00","14447","11928"
"21.02.2015 17:00 - 21.02.2015 17:15","14571","11988"
"21.02.2015 17:15 - 21.02.2015 17:30","14358","12162"
"21.02.2015 17:30 - 21.02.2015 17:45","14737","12349"
"21.02.2015 17:45 - 21.02.2015 18:00","15017","12582"
"21.02.2015 18:00 - 21.02.2015 18:15","15185","12719"
"21.02.2015 18:15 - 21.02.2015 18:30","15108","13038"
"21.02.2015 18:30 - 21.02.2015 18:45","14898","13106"
"21.02.2015 18:45 - 21.02.2015 19:00","14880","13066"
"21.02.2015 19:00 - 21.02.2015 19:15","14763","12950"
"21.02.2015 19:15 - 21.02.2015 19:30","14534","12851"
"21.02.2015 19:30 - 21.02.2015 19:45","14418","12705"
"21.02.2015 19:45 - 21.02.2015 20:00","14284","12568"
"21.02.2015 20:00 - 21.02.2015 20:15","14168","12371"
"21.02.2015 20:15 - 21.02.2015 20:30","14008","12213"
"21.02.2015 20:30 - 21.02.2015 20:45","13808","11972"
"21.02.2015 20:45 - 21.02.2015 21:00","13547","11763"
"21.02.2015 21:00 - 21.02.2015 21:15","13401","11548"
"21.02.2015 21:15 - 21.02.2015 21:30","13307","11379"
"21.02.2015 21:30 - 21.02.2015 21:45","13176","11149"
"21.02.2015 21:45 - 21.02.2015 22:00","12963","10982"
"21.02.2015 22:00 - 21.02.2015 22:15","12768","10837"
"21.02.2015 22:15 - 21.02.2015 22:30","12632","10692"
"21.02.2015 22:30 - 21.02.2015 22:45","12479","10499"
"21.02.2015 22:45 - 21.02.2015 23:00","12310","10316"
"21.02.2015 23:00 - 21.02.2015 23:15","12086","10079"
"21.02.2015 23:15 - 21.02.2015 23:30","12079","9861"
"21.02.2015 23:30 - 21.02.2015 23:45","11865","9628"
"21.02.2015 23:45 - 22.02.2015 00:00","11597","9425"
"22.02.2015 00:00 - 22.02.2015 00:15","11452","9525"
"22.02.2015 00:15 - 22.02.2015 00:30","11519","9387"
"22.02.2015 00:30 - 22.02.2015 00:45","11481","9214"
"22.02.2015 00:45 - 22.02.2015 01:00","11301","9058"
"22.02.2015 01:00 - 22.02.2015 01:15","11152","8933"
"22.02.2015 01:15 - 22.02.2015 01:30","11106","8808"
"22.02.2015 01:30 - 22.02.2015 01:45","10912","8679"
"22.02.2015 01:45 - 22.02.2015 02:00","10804","8564"
"22.02.2015 02:00 - 22.02.2015 02:15","10615","8492"
"22.02.2015 02:15 - 22.02.2015 02:30","10519","8422"
"22.02.2015 02:30 - 22.02.2015 02:45","10462","8352"
"22.02.2015 02:45 - 22.02.2015 03:00","10374","8289"
"22.02.2015 03:00 - 22.02.2015 03:15","10322","8247"
"22.02.2015 03:15 - 22.02.2015 03:30","10280","8201"
"22.02.2015 03:30 - 22.02.2015 03:45","10188","8179"
"22.02.2015 03:45 - 22.02.2015 04:00","10131","8152"
"22.02.2015 04:00 - 22.02.2015 04:15","10096","8158"
"22.02.2015 04:15 - 22.02.2015 04:30","10058","8155"
"22.02.2015 04:30 - 22.02.2015 04:45","9974","8151"
"22.02.2015 04:45 - 22.02.2015 05:00","10039","8154"
"22.02.2015 05:00 - 22.02.2015 05:15","10093","8185"
"22.02.2015 05:15 - 22.02.2015 05:30","10096","8206"
"22.02.2015 05:30 - 22.02.2015 05:45","10130","8234"
"22.02.2015 05:45 - 22.02.2015 06:00","10138","8276"
"22.02.2015 06:00 - 22.02.2015 06:15","10226","8372"
"22.02.2015 06:15 - 22.02.2015 06:30","10303","8460"
"22.02.2015 06:30 - 22.02.2015 06:45","10338","8567"
"22.02.2015 06:45 - 22.02.2015 07:00","10395","8659"
"22.02.2015 07:00 - 22.02.2015 07:15","10494","8823"
"22.02.2015 07:15 - 22.02.2015 07:30","10575","8924"
"22.02.2015 07:30 - 22.02.2015 07:45","10716","8924"
"22.02.2015 07:45 - 22.02.2015 08:00","10902","9025"
"22.02.2015 08:00 - 22.02.2015 08:15","11009","9254"
"22.02.2015 08:15 - 22.02.2015 08:30","11097","9452"
"22.02.2015 08:30 - 22.02.2015 08:45","11356","9634"
