"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"14.04.2015 22:45 - 14.04.2015 23:00","53176","53040"
"14.04.2015 23:00 - 14.04.2015 23:15","51721","51985"
"14.04.2015 23:15 - 14.04.2015 23:30","50458","50604"
"14.04.2015 23:30 - 14.04.2015 23:45","49502","49354"
"14.04.2015 23:45 - 15.04.2015 00:00","48568","48762"
"15.04.2015 00:00 - 15.04.2015 00:15","45645","47423"
"15.04.2015 00:15 - 15.04.2015 00:30","44976","46330"
"15.04.2015 00:30 - 15.04.2015 00:45","44373","45542"
"15.04.2015 00:45 - 15.04.2015 01:00","43787","44998"
"15.04.2015 01:00 - 15.04.2015 01:15","43218","44488"
"15.04.2015 01:15 - 15.04.2015 01:30","42784","44106"
"15.04.2015 01:30 - 15.04.2015 01:45","42481","43515"
"15.04.2015 01:45 - 15.04.2015 02:00","42133","43436"
"15.04.2015 02:00 - 15.04.2015 02:15","41685","43102"
"15.04.2015 02:15 - 15.04.2015 02:30","41462","42834"
"15.04.2015 02:30 - 15.04.2015 02:45","41494","42519"
"15.04.2015 02:45 - 15.04.2015 03:00","41582","42911"
"15.04.2015 03:00 - 15.04.2015 03:15","41701","43054"
"15.04.2015 03:15 - 15.04.2015 03:30","41744","42991"
"15.04.2015 03:30 - 15.04.2015 03:45","41919","43053"
"15.04.2015 03:45 - 15.04.2015 04:00","42072","43328"
"15.04.2015 04:00 - 15.04.2015 04:15","42571","44223"
"15.04.2015 04:15 - 15.04.2015 04:30","42877","44581"
"15.04.2015 04:30 - 15.04.2015 04:45","43458","45353"
"15.04.2015 04:45 - 15.04.2015 05:00","44061","46082"
"15.04.2015 05:00 - 15.04.2015 05:15","45199","47446"
"15.04.2015 05:15 - 15.04.2015 05:30","45885","48504"
"15.04.2015 05:30 - 15.04.2015 05:45","47178","49944"
"15.04.2015 05:45 - 15.04.2015 06:00","48382","51748"
"15.04.2015 06:00 - 15.04.2015 06:15","51028","54427"
"15.04.2015 06:15 - 15.04.2015 06:30","52819","56291"
"15.04.2015 06:30 - 15.04.2015 06:45","54295","57930"
"15.04.2015 06:45 - 15.04.2015 07:00","55464","59142"
"15.04.2015 07:00 - 15.04.2015 07:15","52728","61046"
"15.04.2015 07:15 - 15.04.2015 07:30","57554","62060"
"15.04.2015 07:30 - 15.04.2015 07:45","58121","63014"
"15.04.2015 07:45 - 15.04.2015 08:00","59178","63846"
"15.04.2015 08:00 - 15.04.2015 08:15","59680","64387"
"15.04.2015 08:15 - 15.04.2015 08:30","60464","65008"
"15.04.2015 08:30 - 15.04.2015 08:45","61023","65220"
"15.04.2015 08:45 - 15.04.2015 09:00","61323","65126"
"15.04.2015 09:00 - 15.04.2015 09:15","61346","65035"
"15.04.2015 09:15 - 15.04.2015 09:30","61700","65527"
"15.04.2015 09:30 - 15.04.2015 09:45","62224","65850"
"15.04.2015 09:45 - 15.04.2015 10:00","62291","66038"
"15.04.2015 10:00 - 15.04.2015 10:15","62232","66590"
"15.04.2015 10:15 - 15.04.2015 10:30","62573","66952"
"15.04.2015 10:30 - 15.04.2015 10:45","62837","67481"
"15.04.2015 10:45 - 15.04.2015 11:00","63093","67966"
"15.04.2015 11:00 - 15.04.2015 11:15","63419","68291"
"15.04.2015 11:15 - 15.04.2015 11:30","63835","68867"
"15.04.2015 11:30 - 15.04.2015 11:45","64198","69028"
"15.04.2015 11:45 - 15.04.2015 12:00","64113","69141"
"15.04.2015 12:00 - 15.04.2015 12:15","63787","67902"
"15.04.2015 12:15 - 15.04.2015 12:30","63564","67667"
"15.04.2015 12:30 - 15.04.2015 12:45","63392","67571"
"15.04.2015 12:45 - 15.04.2015 13:00","63192","67441"
"15.04.2015 13:00 - 15.04.2015 13:15","63296","67602"
"15.04.2015 13:15 - 15.04.2015 13:30","62656","67361"
"15.04.2015 13:30 - 15.04.2015 13:45","62439","66929"
"15.04.2015 13:45 - 15.04.2015 14:00","61888","66086"
"15.04.2015 14:00 - 15.04.2015 14:15","61439","66187"
"15.04.2015 14:15 - 15.04.2015 14:30","61372","63870"
"15.04.2015 14:30 - 15.04.2015 14:45","61260","63384"
"15.04.2015 14:45 - 15.04.2015 15:00","60594","65403"
"15.04.2015 15:00 - 15.04.2015 15:15","60545","65340"
"15.04.2015 15:15 - 15.04.2015 15:30","60341","64615"
"15.04.2015 15:30 - 15.04.2015 15:45","59663","63996"
"15.04.2015 15:45 - 15.04.2015 16:00","59118","63570"
"15.04.2015 16:00 - 15.04.2015 16:15","58534","63020"
"15.04.2015 16:15 - 15.04.2015 16:30","58119","62488"
"15.04.2015 16:30 - 15.04.2015 16:45","57813","62210"
"15.04.2015 16:45 - 15.04.2015 17:00","57520","61703"
"15.04.2015 17:00 - 15.04.2015 17:15","57890","61626"
"15.04.2015 17:15 - 15.04.2015 17:30","57634","61555"
"15.04.2015 17:30 - 15.04.2015 17:45","57620","61608"
"15.04.2015 17:45 - 15.04.2015 18:00","57566","61519"
"15.04.2015 18:00 - 15.04.2015 18:15","57556","60926"
"15.04.2015 18:15 - 15.04.2015 18:30","57583","60733"
"15.04.2015 18:30 - 15.04.2015 18:45","57770","61196"
"15.04.2015 18:45 - 15.04.2015 19:00","58139","61137"
"15.04.2015 19:00 - 15.04.2015 19:15","58367","61048"
"15.04.2015 19:15 - 15.04.2015 19:30","58115","60866"
"15.04.2015 19:30 - 15.04.2015 19:45","57891","60380"
"15.04.2015 19:45 - 15.04.2015 20:00","57770","60298"
"15.04.2015 20:00 - 15.04.2015 20:15","57392","59996"
"15.04.2015 20:15 - 15.04.2015 20:30","57257","60631"
"15.04.2015 20:30 - 15.04.2015 20:45","56869","61061"
"15.04.2015 20:45 - 15.04.2015 21:00","56358","60807"
"15.04.2015 21:00 - 15.04.2015 21:15","55874","60464"
"15.04.2015 21:15 - 15.04.2015 21:30","55436","59254"
"15.04.2015 21:30 - 15.04.2015 21:45","54522","58273"
"15.04.2015 21:45 - 15.04.2015 22:00","53673","57079"
"15.04.2015 22:00 - 15.04.2015 22:15","53378","56446"
"15.04.2015 22:15 - 15.04.2015 22:30","52392","55750"
"15.04.2015 22:30 - 15.04.2015 22:45","51149","54408"
"15.04.2015 22:45 - 15.04.2015 23:00","49928","52851"
"15.04.2015 23:00 - 15.04.2015 23:15","48654","51276"
"15.04.2015 23:15 - 15.04.2015 23:30","47559","50139"
"15.04.2015 23:30 - 15.04.2015 23:45","46745","49127"
"15.04.2015 23:45 - 16.04.2015 00:00","45754","48469"
"16.04.2015 00:00 - 16.04.2015 00:15","46518","47464"
"16.04.2015 00:15 - 16.04.2015 00:30","45754","46859"
"16.04.2015 00:30 - 16.04.2015 00:45","45212","46263"
"16.04.2015 00:45 - 16.04.2015 01:00","44631","45442"
"16.04.2015 01:00 - 16.04.2015 01:15","44038","44673"
"16.04.2015 01:15 - 16.04.2015 01:30","43592","44159"
"16.04.2015 01:30 - 16.04.2015 01:45","43304","43771"
"16.04.2015 01:45 - 16.04.2015 02:00","43088","42918"
"16.04.2015 02:00 - 16.04.2015 02:15","42659","42707"
"16.04.2015 02:15 - 16.04.2015 02:30","42559","42649"
"16.04.2015 02:30 - 16.04.2015 02:45","42623","42532"
"16.04.2015 02:45 - 16.04.2015 03:00","42609","42805"
"16.04.2015 03:00 - 16.04.2015 03:15","42846","42824"
"16.04.2015 03:15 - 16.04.2015 03:30","42908","42900"
"16.04.2015 03:30 - 16.04.2015 03:45","43079","42860"
"16.04.2015 03:45 - 16.04.2015 04:00","43354","42873"
"16.04.2015 04:00 - 16.04.2015 04:15","43828","43590"
"16.04.2015 04:15 - 16.04.2015 04:30","44325","44052"
"16.04.2015 04:30 - 16.04.2015 04:45","44856","44919"
"16.04.2015 04:45 - 16.04.2015 05:00","45453","45891"
"16.04.2015 05:00 - 16.04.2015 05:15","46745","46976"
"16.04.2015 05:15 - 16.04.2015 05:30","47528","47954"
"16.04.2015 05:30 - 16.04.2015 05:45","48856","49264"
"16.04.2015 05:45 - 16.04.2015 06:00","50239","50945"
"16.04.2015 06:00 - 16.04.2015 06:15","53223","53618"
"16.04.2015 06:15 - 16.04.2015 06:30","55154","55592"
"16.04.2015 06:30 - 16.04.2015 06:45","56843","57224"
"16.04.2015 06:45 - 16.04.2015 07:00","58218","58401"
"16.04.2015 07:00 - 16.04.2015 07:15","54748","60038"
"16.04.2015 07:15 - 16.04.2015 07:30","56339","61130"
"16.04.2015 07:30 - 16.04.2015 07:45","61921","61819"
"16.04.2015 07:45 - 16.04.2015 08:00","62655","62734"
"16.04.2015 08:00 - 16.04.2015 08:15","63418","63570"
"16.04.2015 08:15 - 16.04.2015 08:30","63971","64204"
"16.04.2015 08:30 - 16.04.2015 08:45","64060","64993"
"16.04.2015 08:45 - 16.04.2015 09:00","64324","65411"
"16.04.2015 09:00 - 16.04.2015 09:15","64117","65288"
"16.04.2015 09:15 - 16.04.2015 09:30","64287","65622"
"16.04.2015 09:30 - 16.04.2015 09:45","64837","65854"
"16.04.2015 09:45 - 16.04.2015 10:00","65114","65672"
"16.04.2015 10:00 - 16.04.2015 10:15","65343","66043"
"16.04.2015 10:15 - 16.04.2015 10:30","65721","66171"
"16.04.2015 10:30 - 16.04.2015 10:45","65997","66129"
"16.04.2015 10:45 - 16.04.2015 11:00","66412","66363"
"16.04.2015 11:00 - 16.04.2015 11:15","67014","66503"
"16.04.2015 11:15 - 16.04.2015 11:30","67332","67082"
"16.04.2015 11:30 - 16.04.2015 11:45","67591","67323"
"16.04.2015 11:45 - 16.04.2015 12:00","67565","67263"
"16.04.2015 12:00 - 16.04.2015 12:15","67047","66748"
"16.04.2015 12:15 - 16.04.2015 12:30","66566","66585"
"16.04.2015 12:30 - 16.04.2015 12:45","66708","66571"
"16.04.2015 12:45 - 16.04.2015 13:00","66814","66386"
"16.04.2015 13:00 - 16.04.2015 13:15","66794","66425"
"16.04.2015 13:15 - 16.04.2015 13:30","66346","66182"
"16.04.2015 13:30 - 16.04.2015 13:45","66112","65723"
"16.04.2015 13:45 - 16.04.2015 14:00","65401","64920"
"16.04.2015 14:00 - 16.04.2015 14:15","65238","64674"
"16.04.2015 14:15 - 16.04.2015 14:30","65163","64352"
"16.04.2015 14:30 - 16.04.2015 14:45","64971","64045"
"16.04.2015 14:45 - 16.04.2015 15:00","64522","63819"
"16.04.2015 15:00 - 16.04.2015 15:15","64080","63591"
"16.04.2015 15:15 - 16.04.2015 15:30","63985","63262"
"16.04.2015 15:30 - 16.04.2015 15:45","63278","62934"
"16.04.2015 15:45 - 16.04.2015 16:00","62613","62256"
"16.04.2015 16:00 - 16.04.2015 16:15","62207","61815"
"16.04.2015 16:15 - 16.04.2015 16:30","61639","61244"
"16.04.2015 16:30 - 16.04.2015 16:45","61250","61159"
"16.04.2015 16:45 - 16.04.2015 17:00","61271","60789"
"16.04.2015 17:00 - 16.04.2015 17:15","61374","60672"
"16.04.2015 17:15 - 16.04.2015 17:30","61191","60782"
"16.04.2015 17:30 - 16.04.2015 17:45","61196","60474"
"16.04.2015 17:45 - 16.04.2015 18:00","60992","59919"
"16.04.2015 18:00 - 16.04.2015 18:15","60708","59293"
"16.04.2015 18:15 - 16.04.2015 18:30","60734","59345"
"16.04.2015 18:30 - 16.04.2015 18:45","61004","59473"
"16.04.2015 18:45 - 16.04.2015 19:00","61031","59461"
"16.04.2015 19:00 - 16.04.2015 19:15","60983","59221"
"16.04.2015 19:15 - 16.04.2015 19:30","60494","59112"
"16.04.2015 19:30 - 16.04.2015 19:45","60401","59174"
"16.04.2015 19:45 - 16.04.2015 20:00","60046","58994"
"16.04.2015 20:00 - 16.04.2015 20:15","59891","58728"
"16.04.2015 20:15 - 16.04.2015 20:30","59788","58857"
"16.04.2015 20:30 - 16.04.2015 20:45","59576","58896"
"16.04.2015 20:45 - 16.04.2015 21:00","58804","58939"
"16.04.2015 21:00 - 16.04.2015 21:15","58346","58377"
"16.04.2015 21:15 - 16.04.2015 21:30","57752","57410"
"16.04.2015 21:30 - 16.04.2015 21:45","56617","56164"
"16.04.2015 21:45 - 16.04.2015 22:00","55743","55499"
"16.04.2015 22:00 - 16.04.2015 22:15","55194","54584"
"16.04.2015 22:15 - 16.04.2015 22:30","54419","53635"
"16.04.2015 22:30 - 16.04.2015 22:45","53168","52452"
"16.04.2015 22:45 - 16.04.2015 23:00","51913","51164"
"16.04.2015 23:00 - 16.04.2015 23:15","50563","49917"
"16.04.2015 23:15 - 16.04.2015 23:30","49397","48672"
"16.04.2015 23:30 - 16.04.2015 23:45","48347","47795"
"16.04.2015 23:45 - 17.04.2015 00:00","47370","46907"
"17.04.2015 00:00 - 17.04.2015 00:15","47295","45591"
"17.04.2015 00:15 - 17.04.2015 00:30","46479","44612"
"17.04.2015 00:30 - 17.04.2015 00:45","45921","44140"
"17.04.2015 00:45 - 17.04.2015 01:00","45289","43648"
"17.04.2015 01:00 - 17.04.2015 01:15","44747","42985"
"17.04.2015 01:15 - 17.04.2015 01:30","44245","42392"
"17.04.2015 01:30 - 17.04.2015 01:45","43987","42230"
"17.04.2015 01:45 - 17.04.2015 02:00","43706","41693"
"17.04.2015 02:00 - 17.04.2015 02:15","43255","41371"
"17.04.2015 02:15 - 17.04.2015 02:30","43100","41275"
"17.04.2015 02:30 - 17.04.2015 02:45","43158","41577"
"17.04.2015 02:45 - 17.04.2015 03:00","43148","41504"
"17.04.2015 03:00 - 17.04.2015 03:15","43355","41779"
"17.04.2015 03:15 - 17.04.2015 03:30","43447","41886"
"17.04.2015 03:30 - 17.04.2015 03:45","43591","41990"
"17.04.2015 03:45 - 17.04.2015 04:00","43808","42305"
"17.04.2015 04:00 - 17.04.2015 04:15","44326","42677"
"17.04.2015 04:15 - 17.04.2015 04:30","44702","43042"
"17.04.2015 04:30 - 17.04.2015 04:45","45193","43675"
"17.04.2015 04:45 - 17.04.2015 05:00","45758","44462"
"17.04.2015 05:00 - 17.04.2015 05:15","46775","45942"
"17.04.2015 05:15 - 17.04.2015 05:30","47555","46775"
"17.04.2015 05:30 - 17.04.2015 05:45","48766","47987"
"17.04.2015 05:45 - 17.04.2015 06:00","50090","49688"
"17.04.2015 06:00 - 17.04.2015 06:15","52994","52431"
"17.04.2015 06:15 - 17.04.2015 06:30","54854","54047"
"17.04.2015 06:30 - 17.04.2015 06:45","56350","55728"
"17.04.2015 06:45 - 17.04.2015 07:00","57591","57123"
"17.04.2015 07:00 - 17.04.2015 07:15","59165","58797"
"17.04.2015 07:15 - 17.04.2015 07:30","60948","60041"
"17.04.2015 07:30 - 17.04.2015 07:45","61737","60755"
"17.04.2015 07:45 - 17.04.2015 08:00","62616","61553"
"17.04.2015 08:00 - 17.04.2015 08:15","63464","62375"
"17.04.2015 08:15 - 17.04.2015 08:30","63878","62821"
"17.04.2015 08:30 - 17.04.2015 08:45","64156","63036"
"17.04.2015 08:45 - 17.04.2015 09:00","64216","63103"
"17.04.2015 09:00 - 17.04.2015 09:15","64084","62710"
"17.04.2015 09:15 - 17.04.2015 09:30","64337","62974"
"17.04.2015 09:30 - 17.04.2015 09:45","64869","63357"
"17.04.2015 09:45 - 17.04.2015 10:00","65134","64223"
"17.04.2015 10:00 - 17.04.2015 10:15","65564","64899"
"17.04.2015 10:15 - 17.04.2015 10:30","65881","65447"
"17.04.2015 10:30 - 17.04.2015 10:45","66228","65812"
"17.04.2015 10:45 - 17.04.2015 11:00","66703","65973"
"17.04.2015 11:00 - 17.04.2015 11:15","67160","66301"
"17.04.2015 11:15 - 17.04.2015 11:30","67649","66076"
"17.04.2015 11:30 - 17.04.2015 11:45","67967","65969"
"17.04.2015 11:45 - 17.04.2015 12:00","67958","65916"
"17.04.2015 12:00 - 17.04.2015 12:15","67291","65310"
"17.04.2015 12:15 - 17.04.2015 12:30","67054","65102"
"17.04.2015 12:30 - 17.04.2015 12:45","66811","64891"
"17.04.2015 12:45 - 17.04.2015 13:00","66644","64681"
"17.04.2015 13:00 - 17.04.2015 13:15","66187","64022"
"17.04.2015 13:15 - 17.04.2015 13:30","65943","63667"
"17.04.2015 13:30 - 17.04.2015 13:45","65825","63393"
"17.04.2015 13:45 - 17.04.2015 14:00","64807","62520"
"17.04.2015 14:00 - 17.04.2015 14:15","64875","62462"
"17.04.2015 14:15 - 17.04.2015 14:30","64693","62235"
"17.04.2015 14:30 - 17.04.2015 14:45","64737","61903"
"17.04.2015 14:45 - 17.04.2015 15:00","63999","61187"
"17.04.2015 15:00 - 17.04.2015 15:15","63975","61151"
"17.04.2015 15:15 - 17.04.2015 15:30","63930","60400"
"17.04.2015 15:30 - 17.04.2015 15:45","63068","59718"
"17.04.2015 15:45 - 17.04.2015 16:00","62465","59713"
"17.04.2015 16:00 - 17.04.2015 16:15","62089","59375"
"17.04.2015 16:15 - 17.04.2015 16:30","61635","59176"
"17.04.2015 16:30 - 17.04.2015 16:45","61504","58884"
"17.04.2015 16:45 - 17.04.2015 17:00","61535","58591"
"17.04.2015 17:00 - 17.04.2015 17:15","61430","58403"
"17.04.2015 17:15 - 17.04.2015 17:30","60996","58519"
"17.04.2015 17:30 - 17.04.2015 17:45","60981","58151"
"17.04.2015 17:45 - 17.04.2015 18:00","60995","58450"
"17.04.2015 18:00 - 17.04.2015 18:15","61069","58260"
"17.04.2015 18:15 - 17.04.2015 18:30","60955","57801"
"17.04.2015 18:30 - 17.04.2015 18:45","61043","57760"
"17.04.2015 18:45 - 17.04.2015 19:00","60903","57751"
"17.04.2015 19:00 - 17.04.2015 19:15","60576","57672"
"17.04.2015 19:15 - 17.04.2015 19:30","60190","57251"
"17.04.2015 19:30 - 17.04.2015 19:45","59733","56940"
"17.04.2015 19:45 - 17.04.2015 20:00","59273","56684"
"17.04.2015 20:00 - 17.04.2015 20:15","59111","56344"
"17.04.2015 20:15 - 17.04.2015 20:30","59147","56234"
"17.04.2015 20:30 - 17.04.2015 20:45","58921","56317"
"17.04.2015 20:45 - 17.04.2015 21:00","58204","55886"
"17.04.2015 21:00 - 17.04.2015 21:15","57433","55853"
"17.04.2015 21:15 - 17.04.2015 21:30","57187","55302"
"17.04.2015 21:30 - 17.04.2015 21:45","56241","54352"
"17.04.2015 21:45 - 17.04.2015 22:00","55374","53199"
"17.04.2015 22:00 - 17.04.2015 22:15","54670","52943"
"17.04.2015 22:15 - 17.04.2015 22:30","53931","52438"
"17.04.2015 22:30 - 17.04.2015 22:45","52820","51392"
"17.04.2015 22:45 - 17.04.2015 23:00","51706","50067"
"17.04.2015 23:00 - 17.04.2015 23:15","50460","49086"
"17.04.2015 23:15 - 17.04.2015 23:30","49522","48093"
"17.04.2015 23:30 - 17.04.2015 23:45","48558","46898"
"17.04.2015 23:45 - 18.04.2015 00:00","47530","46005"
"18.04.2015 00:00 - 18.04.2015 00:15","45909","45007"
"18.04.2015 00:15 - 18.04.2015 00:30","44099","44401"
"18.04.2015 00:30 - 18.04.2015 00:45","43346","43439"
"18.04.2015 00:45 - 18.04.2015 01:00","42676","42749"
"18.04.2015 01:00 - 18.04.2015 01:15","42086","42135"
"18.04.2015 01:15 - 18.04.2015 01:30","41518","41654"
"18.04.2015 01:30 - 18.04.2015 01:45","41186","41047"
"18.04.2015 01:45 - 18.04.2015 02:00","40840","40774"
"18.04.2015 02:00 - 18.04.2015 02:15","40421","40405"
"18.04.2015 02:15 - 18.04.2015 02:30","40132","40480"
"18.04.2015 02:30 - 18.04.2015 02:45","40148","40374"
"18.04.2015 02:45 - 18.04.2015 03:00","40114","40452"
"18.04.2015 03:00 - 18.04.2015 03:15","40152","40667"
"18.04.2015 03:15 - 18.04.2015 03:30","40086","40574"
"18.04.2015 03:30 - 18.04.2015 03:45","40186","40693"
"18.04.2015 03:45 - 18.04.2015 04:00","40201","40726"
"18.04.2015 04:00 - 18.04.2015 04:15","40429","40955"
"18.04.2015 04:15 - 18.04.2015 04:30","40476","40874"
"18.04.2015 04:30 - 18.04.2015 04:45","40662","41073"
"18.04.2015 04:45 - 18.04.2015 05:00","40750","41165"
"18.04.2015 05:00 - 18.04.2015 05:15","41097","41519"
"18.04.2015 05:15 - 18.04.2015 05:30","41230","41606"
"18.04.2015 05:30 - 18.04.2015 05:45","41422","41574"
"18.04.2015 05:45 - 18.04.2015 06:00","41662","41526"
"18.04.2015 06:00 - 18.04.2015 06:15","42323","41415"
"18.04.2015 06:15 - 18.04.2015 06:30","42518","41647"
"18.04.2015 06:30 - 18.04.2015 06:45","43024","42276"
"18.04.2015 06:45 - 18.04.2015 07:00","43502","42842"
"18.04.2015 07:00 - 18.04.2015 07:15","44250","43761"
"18.04.2015 07:15 - 18.04.2015 07:30","45222","44762"
"18.04.2015 07:30 - 18.04.2015 07:45","46284","45911"
"18.04.2015 07:45 - 18.04.2015 08:00","47134","46992"
"18.04.2015 08:00 - 18.04.2015 08:15","48197","48458"
"18.04.2015 08:15 - 18.04.2015 08:30","49141","49451"
"18.04.2015 08:30 - 18.04.2015 08:45","49838","50246"
"18.04.2015 08:45 - 18.04.2015 09:00","50251","50992"
"18.04.2015 09:00 - 18.04.2015 09:15","51043","52184"
"18.04.2015 09:15 - 18.04.2015 09:30","51779","52693"
"18.04.2015 09:30 - 18.04.2015 09:45","52463","52894"
"18.04.2015 09:45 - 18.04.2015 10:00","53125","53665"
"18.04.2015 10:00 - 18.04.2015 10:15","53442","53998"
"18.04.2015 10:15 - 18.04.2015 10:30","53651","54346"
"18.04.2015 10:30 - 18.04.2015 10:45","54064","54656"
"18.04.2015 10:45 - 18.04.2015 11:00","54515","55220"
"18.04.2015 11:00 - 18.04.2015 11:15","54837","55180"
"18.04.2015 11:15 - 18.04.2015 11:30","55323","55238"
"18.04.2015 11:30 - 18.04.2015 11:45","55674","55379"
"18.04.2015 11:45 - 18.04.2015 12:00","55435","55078"
"18.04.2015 12:00 - 18.04.2015 12:15","55435","54359"
"18.04.2015 12:15 - 18.04.2015 12:30","55226","53385"
"18.04.2015 12:30 - 18.04.2015 12:45","55041","52740"
"18.04.2015 12:45 - 18.04.2015 13:00","54896","51851"
"18.04.2015 13:00 - 18.04.2015 13:15","54295","51887"
"18.04.2015 13:15 - 18.04.2015 13:30","53655","51165"
"18.04.2015 13:30 - 18.04.2015 13:45","53354","50700"
"18.04.2015 13:45 - 18.04.2015 14:00","53036","50093"
"18.04.2015 14:00 - 18.04.2015 14:15","52366","49945"
"18.04.2015 14:15 - 18.04.2015 14:30","51976","49762"
"18.04.2015 14:30 - 18.04.2015 14:45","52036","49366"
"18.04.2015 14:45 - 18.04.2015 15:00","51631","48767"
"18.04.2015 15:00 - 18.04.2015 15:15","51342","48812"
"18.04.2015 15:15 - 18.04.2015 15:30","51169","48355"
"18.04.2015 15:30 - 18.04.2015 15:45","50875","48211"
"18.04.2015 15:45 - 18.04.2015 16:00","50411","47892"
"18.04.2015 16:00 - 18.04.2015 16:15","50234","47685"
"18.04.2015 16:15 - 18.04.2015 16:30","49989","47833"
"18.04.2015 16:30 - 18.04.2015 16:45","50237","48014"
"18.04.2015 16:45 - 18.04.2015 17:00","50154","47593"
"18.04.2015 17:00 - 18.04.2015 17:15","50617","47768"
"18.04.2015 17:15 - 18.04.2015 17:30","50611","47819"
"18.04.2015 17:30 - 18.04.2015 17:45","50900","47834"
"18.04.2015 17:45 - 18.04.2015 18:00","50927","47844"
"18.04.2015 18:00 - 18.04.2015 18:15","50842","48547"
"18.04.2015 18:15 - 18.04.2015 18:30","51163","48746"
"18.04.2015 18:30 - 18.04.2015 18:45","51668","48838"
"18.04.2015 18:45 - 18.04.2015 19:00","51834","48549"
"18.04.2015 19:00 - 18.04.2015 19:15","52180","48573"
"18.04.2015 19:15 - 18.04.2015 19:30","51940","48334"
"18.04.2015 19:30 - 18.04.2015 19:45","51682","47937"
"18.04.2015 19:45 - 18.04.2015 20:00","51578","47646"
"18.04.2015 20:00 - 18.04.2015 20:15","51136","47926"
"18.04.2015 20:15 - 18.04.2015 20:30","50687","47784"
"18.04.2015 20:30 - 18.04.2015 20:45","50078","47923"
"18.04.2015 20:45 - 18.04.2015 21:00","49341","48224"
"18.04.2015 21:00 - 18.04.2015 21:15","49374","48087"
"18.04.2015 21:15 - 18.04.2015 21:30","48998","47400"
"18.04.2015 21:30 - 18.04.2015 21:45","48255","47053"
"18.04.2015 21:45 - 18.04.2015 22:00","47854","46336"
"18.04.2015 22:00 - 18.04.2015 22:15","47980","46443"
"18.04.2015 22:15 - 18.04.2015 22:30","47197","45623"
"18.04.2015 22:30 - 18.04.2015 22:45","46469","44768"
"18.04.2015 22:45 - 18.04.2015 23:00","45719","44224"
"18.04.2015 23:00 - 18.04.2015 23:15","44782","43207"
"18.04.2015 23:15 - 18.04.2015 23:30","44147","42317"
"18.04.2015 23:30 - 18.04.2015 23:45","43141","41480"
"18.04.2015 23:45 - 19.04.2015 00:00","42162","40716"
"19.04.2015 00:00 - 19.04.2015 00:15","41701","39896"
"19.04.2015 00:15 - 19.04.2015 00:30","40983","39405"
"19.04.2015 00:30 - 19.04.2015 00:45","40302","38829"
"19.04.2015 00:45 - 19.04.2015 01:00","39735","38283"
"19.04.2015 01:00 - 19.04.2015 01:15","39244","37723"
"19.04.2015 01:15 - 19.04.2015 01:30","38736","37098"
"19.04.2015 01:30 - 19.04.2015 01:45","38340","36906"
"19.04.2015 01:45 - 19.04.2015 02:00","37902","36418"
"19.04.2015 02:00 - 19.04.2015 02:15","37716","36060"
"19.04.2015 02:15 - 19.04.2015 02:30","37401","36018"
